航班号,出发日期,出发时间,出发机场,到达日期,到达时间,到达机场,最低配置要求
1244,FB532,8/2/2019,0.315972222,OAX,8/2/2019,0.371527778,TGD
1245,FB562,8/2/2019,0.315972222,XNZ,8/2/2019,0.371527778,TGD
1246,FB632,8/2/2019,0.315972222,HWX,8/2/2019,0.381944444,TGD
1247,FB672,8/2/2019,0.315972222,THJ,8/2/2019,0.375,TGD
1248,FB792,8/2/2019,0.315972222,SHO,8/2/2019,0.381944444,TGD
1488,FB531,8/2/2019,0.322916667,TGD,8/2/2019,0.375,OAX
1550,FB732,8/2/2019,0.326388889,UDJ,8/2/2019,0.381944444,HOM
1581,FB2176,8/2/2019,0.326388889,HOM,8/2/2019,0.381944444,TGD
1612,FB313,8/2/2019,0.329861111,TGD,8/2/2019,0.368055556,OSY
1643,FB421,8/2/2019,0.333333333,HOM,8/2/2019,0.385416667,FBX
1675,FB15,8/2/2019,0.333333333,TGD,8/2/2019,0.378472222,HOM
1676,FB1702,8/2/2019,0.333333333,FBX,8/2/2019,0.378472222,HOM
1737,FB53,8/2/2019,0.333333333,TGD,8/2/2019,0.395833333,NOU
1738,FB1271,8/2/2019,0.333333333,THJ,8/2/2019,0.416666667,NOU
1798,FB1731,8/2/2019,0.333333333,HOM,8/2/2019,0.416666667,SXA
1832,FB16,8/2/2019,0.333333333,HOM,8/2/2019,0.385416667,TGD
1833,FB242,8/2/2019,0.333333333,FBX,8/2/2019,0.40625,TGD
1835,FB620,8/2/2019,0.333333333,XSJ,8/2/2019,0.40625,TGD
1953,FB602,8/2/2019,0.336805556,XMH,8/2/2019,0.40625,TGD
1984,FB731,8/2/2019,0.336805556,HOM,8/2/2019,0.388888889,UDJ
2025,FB96,8/2/2019,0.340277778,HOM,8/2/2019,0.392361111,TGD
2056,FB561,8/2/2019,0.340277778,TGD,8/2/2019,0.399305556,XNZ
2118,FB763,8/2/2019,0.34375,HOM,8/2/2019,0.430555556,SXA
2149,FB662,8/2/2019,0.34375,GKU,8/2/2019,0.420138889,TGD
2180,FB673,8/2/2019,0.34375,TGD,8/2/2019,0.402777778,THJ
2211,FB641,8/2/2019,0.347222222,TGD,8/2/2019,0.416666667,XMJ
2273,FB642,8/2/2019,0.350694444,XMJ,8/2/2019,0.420138889,TGD
2335,FB52,8/2/2019,0.354166667,NOU,8/2/2019,0.420138889,TGD
2366,FB467,8/2/2019,0.357638889,TGD,8/2/2019,0.465277778,SXA
2397,FB396,8/2/2019,0.357638889,UYS,8/2/2019,0.402777778,TGD
2428,FB751,8/2/2019,0.357638889,TGD,8/2/2019,0.399305556,XMQ
2449,FB1747,8/2/2019,0.361111111,HOM,8/2/2019,0.461805556,HUK
2480,FB771,8/2/2019,0.361111111,HOM,8/2/2019,0.4375,NOU
2511,FB301,8/2/2019,0.361111111,GKS,8/2/2019,0.454861111,SXA
2582,FB294,8/2/2019,0.364583333,OOJ,8/2/2019,0.416666667,TGD
2583,FB384,8/2/2019,0.364583333,YKJ,8/2/2019,0.420138889,TGD
2662,FB747,8/2/2019,0.371527778,TGD,8/2/2019,0.409722222,GOQ
2703,FB787,8/2/2019,0.371527778,TGD,8/2/2019,0.420138889,SGJ
2724,FB621,8/2/2019,0.371527778,TGD,8/2/2019,0.444444444,XSJ
2755,FB245,8/2/2019,0.375,TGD,8/2/2019,0.447916667,FBX
2786,FB17,8/2/2019,0.375,TGD,8/2/2019,0.423611111,HOM
2817,FB55,8/2/2019,0.375,TGD,8/2/2019,0.440972222,NOU
2852,FB1892,8/2/2019,0.375,TAN,8/2/2019,0.413194444,TGD
2941,FB1145,8/2/2019,0.375,HOM,8/2/2019,0.454861111,XBT
2961,FB544,8/2/2019,0.378472222,XSJ,8/2/2019,0.427083333,HOM
2992,FB674,8/2/2019,0.378472222,THJ,8/2/2019,0.434027778,TGD
3023,FB434,8/2/2019,0.381944444,FBX,8/2/2019,0.434027778,GKS
3075,FB1795,8/2/2019,0.385416667,HOM,8/2/2019,0.472222222,MMC
3126,FB523,8/2/2019,0.385416667,HOM,8/2/2019,0.434027778,XMJ
3157,FB995,8/2/2019,0.388888889,TGD,8/2/2019,0.496527778,SXA
3188,FB654,8/2/2019,0.388888889,SXJ,8/2/2019,0.444444444,TGD
3219,FB675,8/2/2019,0.388888889,TGD,8/2/2019,0.447916667,THJ
3250,FB246,8/2/2019,0.392361111,FBX,8/2/2019,0.465277778,TGD
3323,FB54,8/2/2019,0.395833333,NOU,8/2/2019,0.461805556,TGD
3324,FB584,8/2/2019,0.395833333,MYJ,8/2/2019,0.458333333,TGD
3375,FB316,8/2/2019,0.399305556,OSY,8/2/2019,0.447916667,TGD
3376,FB404,8/2/2019,0.399305556,AXO,8/2/2019,0.447916667,TGD
3528,FB315,8/2/2019,0.402777778,TGD,8/2/2019,0.444444444,OSY
3653,FB994,8/2/2019,0.409722222,SXA,8/2/2019,0.517361111,TGD
3684,FB981,8/2/2019,0.409722222,TGD,8/2/2019,0.486111111,TUK
3749,FB735,8/2/2019,0.413194444,HOM,8/2/2019,0.465277778,UDJ
3781,FB19,8/2/2019,0.416666667,TGD,8/2/2019,0.461805556,HOM
3782,FB734,8/2/2019,0.416666667,UDJ,8/2/2019,0.472222222,HOM
3835,FB59,8/2/2019,0.416666667,TGD,8/2/2019,0.482638889,NOU
3898,FB20,8/2/2019,0.416666667,HOM,8/2/2019,0.46875,TGD
3899,FB454,8/2/2019,0.416666667,TUK,8/2/2019,0.489583333,TGD
3990,FB793,8/2/2019,0.423611111,TGD,8/2/2019,0.489583333,SHO
4020,FB248,8/2/2019,0.423611111,FBX,8/2/2019,0.496527778,TGD
4071,FB553,8/2/2019,0.427083333,TGD,8/2/2019,0.482638889,TXD
4107,FB2153,8/2/2019,0.430555556,TGD,8/2/2019,0.503472222,NOU
4138,FB653,8/2/2019,0.430555556,TGD,8/2/2019,0.482638889,SXJ
4170,FB564,8/2/2019,0.430555556,XNZ,8/2/2019,0.486111111,TGD
4171,FB754,8/2/2019,0.430555556,XMQ,8/2/2019,0.482638889,TGD
4201,FB676,8/2/2019,0.434027778,THJ,8/2/2019,0.493055556,TGD
4259,FB249,8/2/2019,0.4375,TGD,8/2/2019,0.513888889,FBX
4290,FB56,8/2/2019,0.4375,NOU,8/2/2019,0.503472222,TGD
4341,FB571,8/2/2019,0.4375,TGD,8/2/2019,0.513888889,WXJ
4369,FB753,8/2/2019,0.4375,TGD,8/2/2019,0.479166667,XMQ
4493,FB575,8/2/2019,0.447916667,TGD,8/2/2019,0.510416667,HWJ
4524,FB469,8/2/2019,0.447916667,TGD,8/2/2019,0.555555556,SXA
4555,FB644,8/2/2019,0.447916667,XMJ,8/2/2019,0.520833333,TGD
4586,FB677,8/2/2019,0.447916667,TGD,8/2/2019,0.506944444,THJ
4617,FB1693,8/2/2019,0.451388889,NOU,8/2/2019,0.600694444,SXA
4649,FB282,8/2/2019,0.451388889,OXU,8/2/2019,0.503472222,TGD
4650,FB664,8/2/2019,0.451388889,GKU,8/2/2019,0.527777778,TGD
4711,FB462,8/2/2019,0.454861111,SXA,8/2/2019,0.5625,TGD
4793,FB21,8/2/2019,0.458333333,TGD,8/2/2019,0.503472222,HOM
4824,FB61,8/2/2019,0.458333333,TGD,8/2/2019,0.527777778,NOU
4855,FB765,8/2/2019,0.458333333,HOM,8/2/2019,0.545138889,SXA
4886,FB22,8/2/2019,0.458333333,HOM,8/2/2019,0.510416667,TGD
4917,FB774,8/2/2019,0.461805556,NOU,8/2/2019,0.538194444,HOM
4969,FB1206,8/2/2019,0.465277778,SXA,8/2/2019,0.538194444,FBX
4987,FB764,8/2/2019,0.465277778,SXA,8/2/2019,0.548611111,HOM
5018,FB395,8/2/2019,0.465277778,TGD,8/2/2019,0.506944444,UYS
5070,FB250,8/2/2019,0.472222222,FBX,8/2/2019,0.545138889,TGD
5101,FB1861,8/2/2019,0.475694444,THJ,8/2/2019,0.555555556,SXA
5163,FB741,8/2/2019,0.475694444,TGD,8/2/2019,0.541666667,XBT
5194,FB563,8/2/2019,0.475694444,TGD,8/2/2019,0.534722222,XNZ
5256,FB1146,8/2/2019,0.479166667,XBT,8/2/2019,0.5625,HOM
5278,FB1181,8/2/2019,0.479166667,OSY,8/2/2019,0.538194444,NOU
5323,FB58,8/2/2019,0.479166667,NOU,8/2/2019,0.545138889,TGD
5369,FB471,8/2/2019,0.482638889,TGD,8/2/2019,0.59375,SXA
5400,FB2158,8/2/2019,0.486111111,SXA,8/2/2019,0.600694444,TGD
5497,FB1621,8/2/2019,0.489583333,OAX,8/2/2019,0.572916667,SXA
5593,FB91,8/2/2019,0.496527778,TGD,8/2/2019,0.614583333,HUK
5719,FB1796,8/2/2019,0.5,MMC,8/2/2019,0.600694444,HOM
5779,FB635,8/2/2019,0.5,TGD,8/2/2019,0.565972222,HWX
5810,FB87,8/2/2019,0.5,TGD,8/2/2019,0.618055556,MMY
5841,FB63,8/2/2019,0.5,TGD,8/2/2019,0.565972222,NOU
5873,FB24,8/2/2019,0.5,HOM,8/2/2019,0.552083333,TGD
5874,FB464,8/2/2019,0.5,SXA,8/2/2019,0.607638889,TGD
5927,FB535,8/2/2019,0.503472222,TGD,8/2/2019,0.559027778,OAX
5958,FB706,8/2/2019,0.506944444,NOU,8/2/2019,0.579861111,GKS
5989,FB1173,8/2/2019,0.506944444,XMQ,8/2/2019,0.569444444,NOU
6020,FB1893,8/2/2019,0.510416667,TGD,8/2/2019,0.548611111,TAN
6052,FB386,8/2/2019,0.510416667,YKJ,8/2/2019,0.569444444,TGD
6053,FB982,8/2/2019,0.510416667,TUK,8/2/2019,0.583333333,TGD
6113,FB377,8/2/2019,0.510416667,TGD,8/2/2019,0.579861111,UTC
6147,FB252,8/2/2019,0.513888889,FBX,8/2/2019,0.590277778,TGD
6148,FB554,8/2/2019,0.513888889,TXD,8/2/2019,0.572916667,TGD
6237,FB589,8/2/2019,0.517361111,TGD,8/2/2019,0.576388889,MYJ
6268,FB646,8/2/2019,0.517361111,XMJ,8/2/2019,0.590277778,TGD
6359,FB555,8/2/2019,0.520833333,TGD,8/2/2019,0.576388889,TXD
6383,FB253,8/2/2019,0.524305556,TGD,8/2/2019,0.597222222,FBX
6414,FB656,8/2/2019,0.524305556,SXJ,8/2/2019,0.579861111,TGD
6445,FB1208,8/2/2019,0.527777778,SXA,8/2/2019,0.600694444,FBX
6486,FB996,8/2/2019,0.53125,SXA,8/2/2019,0.638888889,TGD
6507,FB398,8/2/2019,0.534722222,UYS,8/2/2019,0.579861111,TGD
6569,FB576,8/2/2019,0.538194444,HWJ,8/2/2019,0.604166667,TGD
6601,FB25,8/2/2019,0.541666667,TGD,8/2/2019,0.586805556,HOM
6632,FB65,8/2/2019,0.541666667,TGD,8/2/2019,0.607638889,NOU
6666,FB26,8/2/2019,0.541666667,HOM,8/2/2019,0.59375,TGD
6667,FB572,8/2/2019,0.541666667,WXJ,8/2/2019,0.621527778,TGD
6668,FB678,8/2/2019,0.541666667,THJ,8/2/2019,0.600694444,TGD
6791,FB991,8/2/2019,0.545138889,TGD,8/2/2019,0.604166667,HOM
6822,FB1101,8/2/2019,0.545138889,TGD,8/2/2019,0.597222222,OOJ
6853,FB2154,8/2/2019,0.545138889,NOU,8/2/2019,0.618055556,TGD
6887,FB573,8/2/2019,0.545138889,TGD,8/2/2019,0.621527778,WXJ
6918,FB1169,8/2/2019,0.548611111,HOM,8/2/2019,0.635416667,SXA
6959,FB254,8/2/2019,0.552083333,FBX,8/2/2019,0.625,TGD
7002,FB679,8/2/2019,0.555555556,TGD,8/2/2019,0.611111111,THJ
7033,FB609,8/2/2019,0.555555556,TGD,8/2/2019,0.625,XMH
7061,FB64,8/2/2019,0.5625,NOU,8/2/2019,0.628472222,TGD
7090,FB255,8/2/2019,0.565972222,TGD,8/2/2019,0.642361111,FBX
7221,FB1182,8/2/2019,0.572916667,NOU,8/2/2019,0.635416667,OSY
7297,FB27,8/2/2019,0.583333333,TGD,8/2/2019,0.628472222,HOM
7298,FB766,8/2/2019,0.583333333,SXA,8/2/2019,0.666666667,HOM
7380,FB767,8/2/2019,0.583333333,HOM,8/2/2019,0.670138889,SXA
7449,FB256,8/2/2019,0.586805556,FBX,8/2/2019,0.663194444,TGD
7480,FB1864,8/2/2019,0.586805556,SXA,8/2/2019,0.701388889,UDJ
7513,FB536,8/2/2019,0.590277778,OAX,8/2/2019,0.645833333,TGD
7515,FB2178,8/2/2019,0.590277778,HOM,8/2/2019,0.645833333,TGD
7615,FB257,8/2/2019,0.59375,TGD,8/2/2019,0.666666667,FBX
7646,FB655,8/2/2019,0.59375,TGD,8/2/2019,0.645833333,SXJ
7676,FB290,8/2/2019,0.597222222,NOU,8/2/2019,0.694444444,FBX
7708,FB468,8/2/2019,0.597222222,SXA,8/2/2019,0.704861111,TGD
7709,FB636,8/2/2019,0.597222222,HWX,8/2/2019,0.663194444,TGD
7790,FB626,8/2/2019,0.600694444,XSJ,8/2/2019,0.673611111,TGD
7811,FB475,8/2/2019,0.604166667,TGD,8/2/2019,0.708333333,SXA
7842,FB66,8/2/2019,0.604166667,NOU,8/2/2019,0.670138889,TGD
7843,FB556,8/2/2019,0.604166667,TXD,8/2/2019,0.663194444,TGD
7906,FB378,8/2/2019,0.607638889,UTC,8/2/2019,0.684027778,TGD
7968,FB1622,8/2/2019,0.611111111,SXA,8/2/2019,0.690972222,OAX
8091,FB681,8/2/2019,0.621527778,TGD,8/2/2019,0.677083333,THJ
8124,FB385,8/2/2019,0.621527778,TGD,8/2/2019,0.677083333,YKJ
8144,FB259,8/2/2019,0.625,TGD,8/2/2019,0.697916667,FBX
8175,FB31,8/2/2019,0.625,TGD,8/2/2019,0.670138889,HOM
8206,FB593,8/2/2019,0.625,TGD,8/2/2019,0.684027778,MYJ
8270,FB30,8/2/2019,0.625,HOM,8/2/2019,0.677083333,TGD
8271,FB470,8/2/2019,0.625,SXA,8/2/2019,0.736111111,TGD
8272,FB1102,8/2/2019,0.625,OOJ,8/2/2019,0.677083333,TGD
8382,FB990,8/2/2019,0.631944444,HOM,8/2/2019,0.684027778,TGD
8413,FB1872,8/2/2019,0.635416667,SXA,8/2/2019,0.701388889,GKU
8444,FB568,8/2/2019,0.635416667,XNZ,8/2/2019,0.690972222,TGD
8514,FB697,8/2/2019,0.642361111,TGD,8/2/2019,0.708333333,BCJ
8544,FB1209,8/2/2019,0.642361111,FBX,8/2/2019,0.715277778,SXA
8575,FB680,8/2/2019,0.642361111,THJ,8/2/2019,0.701388889,TGD
8606,FB1103,8/2/2019,0.645833333,TGD,8/2/2019,0.708333333,HWJ
8639,FB92,8/2/2019,0.645833333,HUK,8/2/2019,0.767361111,TGD
8721,FB88,8/2/2019,0.649305556,MMY,8/2/2019,0.767361111,TGD
8772,FB1862,8/2/2019,0.649305556,SXA,8/2/2019,0.725694444,THJ
8870,FB777,8/2/2019,0.65625,HOM,8/2/2019,0.732638889,NOU
8901,FB797,8/2/2019,0.65625,TGD,8/2/2019,0.722222222,SHO
8932,FB477,8/2/2019,0.65625,TGD,8/2/2019,0.756944444,SXA
8981,FB4875,8/2/2019,0.65625,NOU,8/2/2019,0.6875,XBT
9012,FB1644,8/2/2019,0.659722222,MYJ,8/2/2019,0.694444444,HOM
9054,FB1170,8/2/2019,0.663194444,SXA,8/2/2019,0.746527778,HOM
9074,FB1895,8/2/2019,0.663194444,TGD,8/2/2019,0.697916667,TAN
9105,FB397,8/2/2019,0.663194444,TGD,8/2/2019,0.704861111,UYS
9136,FB33,8/2/2019,0.666666667,TGD,8/2/2019,0.711805556,HOM
9167,FB71,8/2/2019,0.666666667,TGD,8/2/2019,0.729166667,NOU
9258,FB455,8/2/2019,0.670138889,TGD,8/2/2019,0.746527778,TUK
9289,FB567,8/2/2019,0.670138889,TGD,8/2/2019,0.725694444,XNZ
9312,FB667,8/2/2019,0.673611111,TGD,8/2/2019,0.746527778,GKU
9343,FB789,8/2/2019,0.673611111,TGD,8/2/2019,0.722222222,SGJ
9374,FB1717,8/2/2019,0.677083333,HOM,8/2/2019,0.756944444,NOU
9406,FB260,8/2/2019,0.677083333,FBX,8/2/2019,0.753472222,TGD
9407,FB658,8/2/2019,0.677083333,SXJ,8/2/2019,0.732638889,TGD
9497,FB263,8/2/2019,0.684027778,TGD,8/2/2019,0.760416667,FBX
9528,FB628,8/2/2019,0.684027778,XSJ,8/2/2019,0.760416667,TGD
9597,FB297,8/2/2019,0.690972222,TGD,8/2/2019,0.743055556,OOJ
9658,FB2177,8/2/2019,0.694444444,TGD,8/2/2019,0.75,HOM
9688,FB285,8/2/2019,0.694444444,TGD,8/2/2019,0.746527778,OXU
9703,FB755,8/2/2019,0.694444444,TGD,8/2/2019,0.736111111,XMQ
9787,FB770,8/2/2019,0.701388889,SXA,8/2/2019,0.788194444,HOM
9788,FB778,8/2/2019,0.701388889,NOU,8/2/2019,0.777777778,HOM
9844,FB262,8/2/2019,0.701388889,FBX,8/2/2019,0.777777778,TGD
9928,FB35,8/2/2019,0.708333333,TGD,8/2/2019,0.756944444,HOM
9959,FB73,8/2/2019,0.708333333,TGD,8/2/2019,0.774305556,NOU
9992,FB34,8/2/2019,0.708333333,HOM,8/2/2019,0.760416667,TGD
9994,FB682,8/2/2019,0.708333333,THJ,8/2/2019,0.767361111,TGD
10083,FB737,8/2/2019,0.708333333,HOM,8/2/2019,0.760416667,UDJ
10114,FB493,8/2/2019,0.711805556,TGD,8/2/2019,0.760416667,GKS
10179,FB637,8/2/2019,0.715277778,TGD,8/2/2019,0.78125,HWX
10210,FB683,8/2/2019,0.715277778,TGD,8/2/2019,0.770833333,THJ
10252,FB595,8/2/2019,0.71875,TGD,8/2/2019,0.777777778,MYJ
10283,FB1097,8/2/2019,0.71875,TGD,8/2/2019,0.822916667,SXA
10304,FB596,8/2/2019,0.71875,MYJ,8/2/2019,0.784722222,TGD
10367,FB648,8/2/2019,0.722222222,XMJ,8/2/2019,0.795138889,TGD
10368,FB1896,8/2/2019,0.722222222,TAN,8/2/2019,0.763888889,TGD
10438,FB428,8/2/2019,0.729166667,FBX,8/2/2019,0.777777778,HOM
10439,FB526,8/2/2019,0.729166667,XMJ,8/2/2019,0.774305556,HOM
10497,FB537,8/2/2019,0.729166667,TGD,8/2/2019,0.78125,OAX
10528,FB74,8/2/2019,0.729166667,NOU,8/2/2019,0.795138889,TGD
10560,FB738,8/2/2019,0.732638889,UDJ,8/2/2019,0.788194444,HOM
10561,FB786,8/2/2019,0.732638889,GKU,8/2/2019,0.78125,HOM
10655,FB700,8/2/2019,0.736111111,BCJ,8/2/2019,0.805555556,TGD
10656,FB1104,8/2/2019,0.736111111,HWJ,8/2/2019,0.805555556,TGD
10744,FB557,8/2/2019,0.736111111,TGD,8/2/2019,0.791666667,TXD
10775,FB613,8/2/2019,0.736111111,TGD,8/2/2019,0.805555556,XMH
10806,FB85,8/2/2019,0.739583333,TGD,8/2/2019,0.78125,GKS
10845,FB400,8/2/2019,0.743055556,UYS,8/2/2019,0.788194444,TGD
10907,FB2159,8/2/2019,0.746527778,TGD,8/2/2019,0.861111111,SXA
10938,FB267,8/2/2019,0.75,TGD,8/2/2019,0.833333333,FBX
10959,FB308,8/2/2019,0.75,SXA,8/2/2019,0.840277778,GKS
10990,FB37,8/2/2019,0.75,TGD,8/2/2019,0.798611111,HOM
11021,FB75,8/2/2019,0.75,TGD,8/2/2019,0.815972222,NOU
11053,FB36,8/2/2019,0.75,HOM,8/2/2019,0.802083333,TGD
11054,FB790,8/2/2019,0.75,SGJ,8/2/2019,0.802083333,TGD
11114,FB647,8/2/2019,0.75,TGD,8/2/2019,0.822916667,XMJ
11156,FB657,8/2/2019,0.753472222,TGD,8/2/2019,0.805555556,SXJ
11189,FB474,8/2/2019,0.753472222,SXA,8/2/2019,0.857638889,TGD
11190,FB570,8/2/2019,0.753472222,XNZ,8/2/2019,0.8125,TGD
11191,FB684,8/2/2019,0.753472222,THJ,8/2/2019,0.8125,TGD
11192,FB800,8/2/2019,0.753472222,SHO,8/2/2019,0.822916667,TGD
11312,FB407,8/2/2019,0.756944444,TGD,8/2/2019,0.802083333,AXO
11343,FB2179,8/2/2019,0.756944444,TGD,8/2/2019,0.815972222,HOM
11405,FB578,8/2/2019,0.763888889,NOU,8/2/2019,0.840277778,HOM
11467,FB266,8/2/2019,0.767361111,FBX,8/2/2019,0.840277778,TGD
11498,FB387,8/2/2019,0.767361111,TGD,8/2/2019,0.822916667,YKJ
11531,FB298,8/2/2019,0.770833333,OOJ,8/2/2019,0.829861111,TGD
11590,FB380,8/2/2019,0.774305556,NOU,8/2/2019,0.854166667,SXJ
11622,FB458,8/2/2019,0.774305556,TUK,8/2/2019,0.847222222,TGD
11683,FB779,8/2/2019,0.777777778,HOM,8/2/2019,0.850694444,NOU
11714,FB1718,8/2/2019,0.78125,NOU,8/2/2019,0.871527778,HOM
11744,FB670,8/2/2019,0.78125,GKU,8/2/2019,0.861111111,TGD
11774,FB286,8/2/2019,0.784722222,OXU,8/2/2019,0.840277778,TGD
11789,FB1272,8/2/2019,0.784722222,NOU,8/2/2019,0.868055556,THJ
11820,FB617,8/2/2019,0.784722222,TGD,8/2/2019,0.850694444,XMH
11861,FB740,8/2/2019,0.788194444,UDJ,8/2/2019,0.847222222,HOM
11898,FB649,8/2/2019,0.788194444,TGD,8/2/2019,0.861111111,XMJ
11919,FB569,8/2/2019,0.788194444,TGD,8/2/2019,0.84375,XNZ
11949,FB269,8/2/2019,0.791666667,TGD,8/2/2019,0.868055556,FBX
11950,FB447,8/2/2019,0.791666667,GKS,8/2/2019,0.850694444,FBX
12009,FB39,8/2/2019,0.791666667,TGD,8/2/2019,0.84375,HOM
12134,FB268,8/2/2019,0.798611111,FBX,8/2/2019,0.875,TGD
12201,FB629,8/2/2019,0.798611111,TGD,8/2/2019,0.868055556,XSJ
12222,FB430,8/2/2019,0.802083333,FBX,8/2/2019,0.857638889,HOM
12266,FB686,8/2/2019,0.802083333,THJ,8/2/2019,0.861111111,TGD
12326,FB41,8/2/2019,0.805555556,TGD,8/2/2019,0.857638889,HOM
12357,FB299,8/2/2019,0.805555556,TGD,8/2/2019,0.857638889,OOJ
12398,FB799,8/2/2019,0.805555556,TGD,8/2/2019,0.871527778,SHO
12428,FB669,8/2/2019,0.809027778,TGD,8/2/2019,0.885416667,GKU
12470,FB271,8/2/2019,0.8125,TGD,8/2/2019,0.888888889,FBX
12501,FB717,8/2/2019,0.8125,GKS,8/2/2019,0.881944444,NOU
12523,FB78,8/2/2019,0.8125,NOU,8/2/2019,0.878472222,TGD
12524,FB598,8/2/2019,0.8125,MYJ,8/2/2019,0.878472222,TGD
12584,FB1709,8/2/2019,0.815972222,HOM,8/2/2019,0.868055556,FBX
12617,FB640,8/2/2019,0.815972222,HWX,8/2/2019,0.885416667,TGD
12766,FB739,8/2/2019,0.819444444,HOM,8/2/2019,0.871527778,UDJ
12797,FB529,8/2/2019,0.819444444,HOM,8/2/2019,0.868055556,XMJ
12947,FB79,8/2/2019,0.833333333,TGD,8/2/2019,0.899305556,NOU
12978,FB539,8/2/2019,0.833333333,TGD,8/2/2019,0.888888889,OAX
13009,FB479,8/2/2019,0.833333333,TGD,8/2/2019,0.9375,SXA
13040,FB410,8/2/2019,0.833333333,AXO,8/2/2019,0.881944444,TGD
13072,FB618,8/2/2019,0.836805556,XMH,8/2/2019,0.90625,TGD
13073,FB660,8/2/2019,0.836805556,SXJ,8/2/2019,0.892361111,TGD
13132,FB389,8/2/2019,0.836805556,TGD,8/2/2019,0.892361111,YKJ
13163,FB449,8/2/2019,0.840277778,GKS,8/2/2019,0.899305556,FBX
13194,FB659,8/2/2019,0.840277778,TGD,8/2/2019,0.895833333,SXJ
13225,FB415,8/2/2019,0.84375,TGD,8/2/2019,0.895833333,HOM
13256,FB639,8/2/2019,0.84375,TGD,8/2/2019,0.909722222,HWX
13277,FB399,8/2/2019,0.84375,TGD,8/2/2019,0.885416667,UYS
13308,FB409,8/2/2019,0.847222222,TGD,8/2/2019,0.892361111,AXO
13340,FB40,8/2/2019,0.847222222,HOM,8/2/2019,0.899305556,TGD
13341,FB688,8/2/2019,0.847222222,THJ,8/2/2019,0.909722222,TGD
13402,FB390,8/2/2019,0.850694444,YKJ,8/2/2019,0.913194444,TGD
13403,FB650,8/2/2019,0.850694444,XMJ,8/2/2019,0.930555556,TGD
13453,FB97,8/2/2019,0.854166667,TGD,8/2/2019,0.909722222,HOM
13484,FB82,8/2/2019,0.854166667,NOU,8/2/2019,0.923611111,TGD
13556,FB81,8/2/2019,0.861111111,TGD,8/2/2019,0.927083333,NOU
13576,FB272,8/2/2019,0.864583333,FBX,8/2/2019,0.9375,TGD
13720,FB8563,8/2/2019,0.875,TGD,8/2/2019,0.961805556,XXJ
13742,FB98,8/2/2019,0.881944444,HOM,8/2/2019,0.9375,TGD
13821,FB8569,8/2/2019,0.899305556,TGD,8/2/2019,0.961805556,HOM
13840,FB100,8/2/2019,0.899305556,HOM,8/2/2019,0.951388889,TGD
13841,FB690,8/2/2019,0.899305556,THJ,8/2/2019,0.958333333,TGD
277,FB993,8/3/2019,0.277777778,TGD,8/3/2019,0.378472222,SXA
308,FB619,8/3/2019,0.28125,TGD,8/3/2019,0.354166667,XSJ
339,FB381,8/3/2019,0.284722222,TGD,8/3/2019,0.336805556,YKJ
370,FB393,8/3/2019,0.288194444,TGD,8/3/2019,0.329861111,UYS
401,FB13,8/3/2019,0.291666667,TGD,8/3/2019,0.336805556,HOM
465,FB94,8/3/2019,0.291666667,HOM,8/3/2019,0.340277778,TGD
466,FB240,8/3/2019,0.291666667,FBX,8/3/2019,0.361111111,TGD
556,FB1200,8/3/2019,0.295138889,SXA,8/3/2019,0.361111111,FBX
591,FB292,8/3/2019,0.295138889,OOJ,8/3/2019,0.347222222,TGD
592,FB412,8/3/2019,0.295138889,HOM,8/3/2019,0.347222222,TGD
593,FB986,8/3/2019,0.295138889,HOM,8/3/2019,0.34375,TGD
679,FB93,8/3/2019,0.298611111,TGD,8/3/2019,0.350694444,HOM
733,FB312,8/3/2019,0.298611111,OSY,8/3/2019,0.34375,TGD
734,FB394,8/3/2019,0.298611111,UYS,8/3/2019,0.34375,TGD
735,FB652,8/3/2019,0.298611111,SXJ,8/3/2019,0.350694444,TGD
822,FB541,8/3/2019,0.298611111,HOM,8/3/2019,0.347222222,XSJ
853,FB382,8/3/2019,0.305555556,YKJ,8/3/2019,0.361111111,TGD
884,FB241,8/3/2019,0.309027778,TGD,8/3/2019,0.385416667,FBX
946,FB582,8/3/2019,0.309027778,MYJ,8/3/2019,0.371527778,TGD
977,FB451,8/3/2019,0.309027778,TGD,8/3/2019,0.385416667,TUK
1008,FB432,8/3/2019,0.3125,FBX,8/3/2019,0.364583333,GKS
1039,FB1891,8/3/2019,0.3125,TGD,8/3/2019,0.350694444,TAN
1075,FB50,8/3/2019,0.3125,NOU,8/3/2019,0.378472222,TGD
1076,FB402,8/3/2019,0.3125,AXO,8/3/2019,0.357638889,TGD
1163,FB522,8/3/2019,0.315972222,XMJ,8/3/2019,0.361111111,HOM
1205,FB463,8/3/2019,0.315972222,TGD,8/3/2019,0.420138889,SXA
1249,FB532,8/3/2019,0.315972222,OAX,8/3/2019,0.371527778,TGD
1250,FB562,8/3/2019,0.315972222,XNZ,8/3/2019,0.371527778,TGD
1251,FB632,8/3/2019,0.315972222,HWX,8/3/2019,0.381944444,TGD
1252,FB672,8/3/2019,0.315972222,THJ,8/3/2019,0.375,TGD
1253,FB792,8/3/2019,0.315972222,SHO,8/3/2019,0.381944444,TGD
1396,FB601,8/3/2019,0.315972222,TGD,8/3/2019,0.385416667,XMH
1489,FB531,8/3/2019,0.322916667,TGD,8/3/2019,0.375,OAX
