员工号,航段次序,航班号,出发日期,出发时间,出发机场,到达日期,到达时间,到达机场,实际资格
B0002,45,3597,FB534,8/8/2019,0.40625,OAX,8/8/2019,0.461805556,C
B0050,45,3597,FB534,8/8/2019,0.40625,OAX,8/8/2019,0.461805556,F
B0002,46,6164,FB90,8/8/2019,0.513888889,HUK,8/8/2019,0.635416667,C
B0050,46,6164,FB90,8/8/2019,0.513888889,HUK,8/8/2019,0.635416667,F
B0002,47,8047,FB645,8/8/2019,0.618055556,TGD,8/8/2019,0.6875,C
B0050,47,8047,FB645,8/8/2019,0.618055556,TGD,8/8/2019,0.6875,F
B0002,48,10011,FB72,8/8/2019,0.708333333,NOU,8/8/2019,0.774305556,C
B0050,48,10011,FB72,8/8/2019,0.708333333,NOU,8/8/2019,0.774305556,F
B0002,49,12077,FB38,8/8/2019,0.791666667,HOM,8/8/2019,0.84375,C
B0050,49,12077,FB38,8/8/2019,0.791666667,HOM,8/8/2019,0.84375,F
B0002,50,1441,FB492,8/9/2019,0.319444444,GKS,8/9/2019,0.371527778,C
B0050,50,1441,FB492,8/9/2019,0.319444444,GKS,8/9/2019,0.371527778,F
B0002,51,3966,FB643,8/9/2019,0.416666667,TGD,8/9/2019,0.486111111,C
B0050,51,3966,FB643,8/9/2019,0.416666667,TGD,8/9/2019,0.486111111,F
B0002,52,6314,FB62,8/9/2019,0.520833333,NOU,8/9/2019,0.586805556,C
B0050,52,6314,FB62,8/9/2019,0.520833333,NOU,8/9/2019,0.586805556,F
B0002,53,8006,FB592,8/9/2019,0.611111111,MYJ,8/9/2019,0.673611111,C
B0050,53,8006,FB592,8/9/2019,0.611111111,MYJ,8/9/2019,0.673611111,F
B0002,54,13355,FB688,8/9/2019,0.847222222,THJ,8/9/2019,0.909722222,C
B0050,54,13355,FB688,8/9/2019,0.847222222,THJ,8/9/2019,0.909722222,F
B0002,55,81,FB8558,8/10/2019,0.201388889,SXA,8/10/2019,0.291666667,C
B0050,55,81,FB8558,8/10/2019,0.201388889,SXA,8/10/2019,0.291666667,F
B0002,56,5456,FB1606,8/10/2019,0.489583333,XNZ,8/10/2019,0.520833333,C
B0050,56,5456,FB1606,8/10/2019,0.489583333,XNZ,8/10/2019,0.520833333,F
B0002,57,8245,FB69,8/10/2019,0.625,TGD,8/10/2019,0.6875,C
B0050,57,8245,FB69,8/10/2019,0.625,TGD,8/10/2019,0.6875,F
B0002,58,9852,FB262,8/10/2019,0.701388889,FBX,8/10/2019,0.777777778,C
B0050,58,9852,FB262,8/10/2019,0.701388889,FBX,8/10/2019,0.777777778,F
B0002,59,12048,FB77,8/10/2019,0.791666667,TGD,8/10/2019,0.857638889,C
B0050,59,12048,FB77,8/10/2019,0.791666667,TGD,8/10/2019,0.857638889,F
B0002,60,13656,FB416,8/10/2019,0.871527778,HOM,8/10/2019,0.930555556,C
B0050,60,13656,FB416,8/10/2019,0.871527778,HOM,8/10/2019,0.930555556,F
B0002,61,440,FB51,8/11/2019,0.291666667,TGD,8/11/2019,0.354166667,C
B0050,61,440,FB51,8/11/2019,0.291666667,TGD,8/11/2019,0.354166667,F
B0002,62,2599,FB384,8/11/2019,0.364583333,YKJ,8/11/2019,0.420138889,C
B0050,62,2599,FB384,8/11/2019,0.364583333,YKJ,8/11/2019,0.420138889,F
B0002,63,4409,FB1734,8/11/2019,0.444444444,SXA,8/11/2019,0.53125,C
B0050,63,4409,FB1734,8/11/2019,0.444444444,SXA,8/11/2019,0.53125,F
B0002,64,6319,FB796,8/11/2019,0.520833333,SHO,8/11/2019,0.586805556,C
B0050,64,6319,FB796,8/11/2019,0.520833333,SHO,8/11/2019,0.586805556,F
B0002,65,12870,FB322,8/11/2019,0.822916667,OSY,8/11/2019,0.868055556,C
B0050,65,12870,FB322,8/11/2019,0.822916667,OSY,8/11/2019,0.868055556,F
B0002,66,13949,FB1100,8/11/2019,0.965277778,TUK,8/12/2019,0.0416666667,C
B0050,66,13949,FB1100,8/11/2019,0.965277778,TUK,8/12/2019,0.0416666667,F
B0002,67,5460,FB1606,8/12/2019,0.489583333,XNZ,8/12/2019,0.520833333,C
B0050,67,5460,FB1606,8/12/2019,0.489583333,XNZ,8/12/2019,0.520833333,F
B0002,68,8247,FB69,8/12/2019,0.625,TGD,8/12/2019,0.6875,C
B0050,68,8247,FB69,8/12/2019,0.625,TGD,8/12/2019,0.6875,F
B0002,69,9854,FB262,8/12/2019,0.701388889,FBX,8/12/2019,0.777777778,C
B0050,69,9854,FB262,8/12/2019,0.701388889,FBX,8/12/2019,0.777777778,F
B0002,70,12718,FB599,8/12/2019,0.819444444,TGD,8/12/2019,0.878472222,C
B0050,70,12718,FB599,8/12/2019,0.819444444,TGD,8/12/2019,0.878472222,F
B0002,71,82,FB8558,8/13/2019,0.201388889,SXA,8/13/2019,0.291666667,C
B0050,71,82,FB8558,8/13/2019,0.201388889,SXA,8/13/2019,0.291666667,F
B0002,72,5462,FB1606,8/13/2019,0.489583333,XNZ,8/13/2019,0.520833333,C
B0050,72,5462,FB1606,8/13/2019,0.489583333,XNZ,8/13/2019,0.520833333,F
B0002,73,8248,FB69,8/13/2019,0.625,TGD,8/13/2019,0.6875,C
B0050,73,8248,FB69,8/13/2019,0.625,TGD,8/13/2019,0.6875,F
B0002,74,9855,FB262,8/13/2019,0.701388889,FBX,8/13/2019,0.777777778,C
B0050,74,9855,FB262,8/13/2019,0.701388889,FBX,8/13/2019,0.777777778,F
B0002,75,12719,FB599,8/13/2019,0.819444444,TGD,8/13/2019,0.878472222,C
B0050,75,12719,FB599,8/13/2019,0.819444444,TGD,8/13/2019,0.878472222,F
B0002,76,13863,FB690,8/13/2019,0.899305556,THJ,8/13/2019,0.958333333,C
B0050,76,13863,FB690,8/13/2019,0.899305556,THJ,8/13/2019,0.958333333,F
B0002,77,33,FB8567,8/14/2019,0.0243055556,XXJ,8/14/2019,0.100694444,C
B0050,77,33,FB8567,8/14/2019,0.0243055556,XXJ,8/14/2019,0.100694444,F
B0002,78,230,FB8560,8/14/2019,0.274305556,SXA,8/14/2019,0.354166667,C
B0050,78,230,FB8560,8/14/2019,0.274305556,SXA,8/14/2019,0.354166667,F
B0002,79,2564,FB1203,8/14/2019,0.364583333,FBX,8/14/2019,0.4375,C
B0050,79,2564,FB1203,8/14/2019,0.364583333,FBX,8/14/2019,0.4375,F
B0002,80,4443,FB748,8/14/2019,0.444444444,GOQ,8/14/2019,0.489583333,C
B0050,80,4443,FB748,8/14/2019,0.444444444,GOQ,8/14/2019,0.489583333,F
B0002,81,10690,FB538,8/14/2019,0.736111111,OAX,8/14/2019,0.791666667,C
B0050,81,10690,FB538,8/14/2019,0.736111111,OAX,8/14/2019,0.791666667,F
B0002,82,12941,FB511,8/14/2019,0.829861111,HOM,8/14/2019,0.875,C
B0050,82,12941,FB511,8/14/2019,0.829861111,HOM,8/14/2019,0.875,F
B0002,83,1110,FB14,8/15/2019,0.3125,HOM,8/15/2019,0.364583333,C
B0050,83,1110,FB14,8/15/2019,0.3125,HOM,8/15/2019,0.364583333,F
B0002,84,3604,FB534,8/15/2019,0.40625,OAX,8/15/2019,0.461805556,C
B0050,84,3604,FB534,8/15/2019,0.40625,OAX,8/15/2019,0.461805556,F
B0002,85,6185,FB90,8/15/2019,0.513888889,HUK,8/15/2019,0.635416667,C
B0050,85,6185,FB90,8/15/2019,0.513888889,HUK,8/15/2019,0.635416667,F
B0002,86,8053,FB645,8/15/2019,0.618055556,TGD,8/15/2019,0.6875,C
B0050,86,8053,FB645,8/15/2019,0.618055556,TGD,8/15/2019,0.6875,F
B0002,87,9747,FB388,8/15/2019,0.697916667,YKJ,8/15/2019,0.760416667,C
B0050,87,9747,FB388,8/15/2019,0.697916667,YKJ,8/15/2019,0.760416667,F
B0002,88,11802,FB1272,8/15/2019,0.784722222,NOU,8/15/2019,0.868055556,C
B0050,88,11802,FB1272,8/15/2019,0.784722222,NOU,8/15/2019,0.868055556,F
B0002,89,1115,FB402,8/16/2019,0.3125,AXO,8/16/2019,0.357638889,C
B0050,89,1115,FB402,8/16/2019,0.3125,AXO,8/16/2019,0.357638889,F
B0002,90,3732,FB604,8/16/2019,0.413194444,XMH,8/16/2019,0.482638889,C
B0050,90,3732,FB604,8/16/2019,0.413194444,XMH,8/16/2019,0.482638889,F
B0002,91,5638,FB775,8/16/2019,0.496527778,HOM,8/16/2019,0.576388889,C
B0050,91,5638,FB775,8/16/2019,0.496527778,HOM,8/16/2019,0.576388889,F
B0002,92,8742,FB88,8/16/2019,0.649305556,MMY,8/16/2019,0.767361111,C
B0050,92,8742,FB88,8/16/2019,0.649305556,MMY,8/16/2019,0.767361111,F
B0002,93,12293,FB630,8/16/2019,0.802083333,XSJ,8/16/2019,0.878472222,C
B0050,93,12293,FB630,8/16/2019,0.802083333,XSJ,8/16/2019,0.878472222,F
B0002,94,13804,FB84,8/16/2019,0.892361111,NOU,8/16/2019,0.958333333,C
B0050,94,13804,FB84,8/16/2019,0.892361111,NOU,8/16/2019,0.958333333,F
B0002,95,13936,FB999,8/16/2019,0.954861111,TGD,8/17/2019,0.0659722222,C
B0050,95,13936,FB999,8/16/2019,0.954861111,TGD,8/17/2019,0.0659722222,F
B0002,96,36,FB8567,8/17/2019,0.0243055556,XXJ,8/17/2019,0.100694444,C
B0050,96,36,FB8567,8/17/2019,0.0243055556,XXJ,8/17/2019,0.100694444,F
B0002,97,233,FB8560,8/17/2019,0.274305556,SXA,8/17/2019,0.354166667,C
B0050,97,233,FB8560,8/17/2019,0.274305556,SXA,8/17/2019,0.354166667,F
B0002,98,2567,FB1203,8/17/2019,0.364583333,FBX,8/17/2019,0.4375,C
B0050,98,2567,FB1203,8/17/2019,0.364583333,FBX,8/17/2019,0.4375,F
B0002,99,4446,FB748,8/17/2019,0.444444444,GOQ,8/17/2019,0.489583333,C
B0050,99,4446,FB748,8/17/2019,0.444444444,GOQ,8/17/2019,0.489583333,F
B0002,100,10699,FB538,8/17/2019,0.736111111,OAX,8/17/2019,0.791666667,C
B0050,100,10699,FB538,8/17/2019,0.736111111,OAX,8/17/2019,0.791666667,F
B0002,101,12944,FB511,8/17/2019,0.829861111,HOM,8/17/2019,0.875,C
B0050,101,12944,FB511,8/17/2019,0.829861111,HOM,8/17/2019,0.875,F
B0002,102,1119,FB14,8/18/2019,0.3125,HOM,8/18/2019,0.364583333,C
B0050,102,1119,FB14,8/18/2019,0.3125,HOM,8/18/2019,0.364583333,F
B0002,103,3607,FB534,8/18/2019,0.40625,OAX,8/18/2019,0.461805556,C
B0050,103,3607,FB534,8/18/2019,0.40625,OAX,8/18/2019,0.461805556,F
B0002,104,6194,FB90,8/18/2019,0.513888889,HUK,8/18/2019,0.635416667,C
B0050,104,6194,FB90,8/18/2019,0.513888889,HUK,8/18/2019,0.635416667,F
B0002,105,8056,FB645,8/18/2019,0.618055556,TGD,8/18/2019,0.6875,C
B0050,105,8056,FB645,8/18/2019,0.618055556,TGD,8/18/2019,0.6875,F
B0002,106,9753,FB388,8/18/2019,0.697916667,YKJ,8/18/2019,0.760416667,C
B0050,106,9753,FB388,8/18/2019,0.697916667,YKJ,8/18/2019,0.760416667,F
B0002,107,11805,FB1272,8/18/2019,0.784722222,NOU,8/18/2019,0.868055556,C
B0050,107,11805,FB1272,8/18/2019,0.784722222,NOU,8/18/2019,0.868055556,F
B0002,108,1124,FB402,8/19/2019,0.3125,AXO,8/19/2019,0.357638889,C
B0050,108,1124,FB402,8/19/2019,0.3125,AXO,8/19/2019,0.357638889,F
B0003,1,585,FB292,8/1/2019,0.295138889,OOJ,8/1/2019,0.347222222,C
B0051,1,585,FB292,8/1/2019,0.295138889,OOJ,8/1/2019,0.347222222,F
B0003,2,2723,FB621,8/1/2019,0.371527778,TGD,8/1/2019,0.444444444,C
B0051,2,2723,FB621,8/1/2019,0.371527778,TGD,8/1/2019,0.444444444,F
B0003,3,5255,FB1146,8/1/2019,0.479166667,XBT,8/1/2019,0.5625,C
B0051,3,5255,FB1146,8/1/2019,0.479166667,XBT,8/1/2019,0.5625,F
B0003,4,8605,FB1103,8/1/2019,0.645833333,TGD,8/1/2019,0.708333333,C
B0051,4,8605,FB1103,8/1/2019,0.645833333,TGD,8/1/2019,0.708333333,F
B0003,5,10774,FB613,8/1/2019,0.736111111,TGD,8/1/2019,0.805555556,C
B0051,5,10774,FB613,8/1/2019,0.736111111,TGD,8/1/2019,0.805555556,F
B0003,6,12469,FB271,8/1/2019,0.8125,TGD,8/1/2019,0.888888889,C
B0051,6,12469,FB271,8/1/2019,0.8125,TGD,8/1/2019,0.888888889,F
B0003,7,2304,FB243,8/2/2019,0.354166667,TGD,8/2/2019,0.427083333,C
B0051,7,2304,FB243,8/2/2019,0.354166667,TGD,8/2/2019,0.427083333,F
B0003,8,4712,FB788,8/2/2019,0.454861111,SGJ,8/2/2019,0.510416667,C
B0051,8,4712,FB788,8/2/2019,0.454861111,SGJ,8/2/2019,0.510416667,F
B0003,9,7121,FB566,8/2/2019,0.565972222,XNZ,8/2/2019,0.621527778,C
B0051,9,7121,FB566,8/2/2019,0.565972222,XNZ,8/2/2019,0.621527778,F
B0003,10,9466,FB472,8/2/2019,0.680555556,SXA,8/2/2019,0.788194444,C
B0051,10,9466,FB472,8/2/2019,0.680555556,SXA,8/2/2019,0.788194444,F
B0003,11,12104,FB699,8/2/2019,0.798611111,TGD,8/2/2019,0.864583333,C
B0051,11,12104,FB699,8/2/2019,0.798611111,TGD,8/2/2019,0.864583333,F
B0003,12,13899,FB988,8/2/2019,0.909722222,NOU,8/2/2019,0.979166667,C
B0051,12,13899,FB988,8/2/2019,0.909722222,NOU,8/2/2019,0.979166667,F
B0003,13,26,FB8567,8/3/2019,0.0243055556,XXJ,8/3/2019,0.100694444,C
B0051,13,26,FB8567,8/3/2019,0.0243055556,XXJ,8/3/2019,0.100694444,F
B0003,14,223,FB8560,8/3/2019,0.274305556,SXA,8/3/2019,0.354166667,C
B0051,14,223,FB8560,8/3/2019,0.274305556,SXA,8/3/2019,0.354166667,F
B0003,15,2553,FB1203,8/3/2019,0.364583333,FBX,8/3/2019,0.4375,C
B0051,15,2553,FB1203,8/3/2019,0.364583333,FBX,8/3/2019,0.4375,F
B0003,16,4432,FB748,8/3/2019,0.444444444,GOQ,8/3/2019,0.489583333,C
B0051,16,4432,FB748,8/3/2019,0.444444444,GOQ,8/3/2019,0.489583333,F
B0003,17,10657,FB538,8/3/2019,0.736111111,OAX,8/3/2019,0.791666667,C
B0051,17,10657,FB538,8/3/2019,0.736111111,OAX,8/3/2019,0.791666667,F
B0003,18,12906,FB321,8/3/2019,0.829861111,TGD,8/3/2019,0.868055556,C
B0051,18,12906,FB321,8/3/2019,0.829861111,TGD,8/3/2019,0.868055556,F
B0003,19,1077,FB14,8/4/2019,0.3125,HOM,8/4/2019,0.364583333,C
B0051,19,1077,FB14,8/4/2019,0.3125,HOM,8/4/2019,0.364583333,F
B0003,20,3593,FB534,8/4/2019,0.40625,OAX,8/4/2019,0.461805556,C
B0051,20,3593,FB534,8/4/2019,0.40625,OAX,8/4/2019,0.461805556,F
B0003,21,6152,FB90,8/4/2019,0.513888889,HUK,8/4/2019,0.635416667,C
B0051,21,6152,FB90,8/4/2019,0.513888889,HUK,8/4/2019,0.635416667,F
B0003,22,8043,FB645,8/4/2019,0.618055556,TGD,8/4/2019,0.6875,C
B0051,22,8043,FB645,8/4/2019,0.618055556,TGD,8/4/2019,0.6875,F
B0003,23,9999,FB72,8/4/2019,0.708333333,NOU,8/4/2019,0.774305556,C
B0051,23,9999,FB72,8/4/2019,0.708333333,NOU,8/4/2019,0.774305556,F
B0003,24,12073,FB38,8/4/2019,0.791666667,HOM,8/4/2019,0.84375,C
B0051,24,12073,FB38,8/4/2019,0.791666667,HOM,8/4/2019,0.84375,F
B0003,25,1433,FB492,8/5/2019,0.319444444,GKS,8/5/2019,0.371527778,C
B0051,25,1433,FB492,8/5/2019,0.319444444,GKS,8/5/2019,0.371527778,F
B0003,26,3962,FB643,8/5/2019,0.416666667,TGD,8/5/2019,0.486111111,C
B0051,26,3962,FB643,8/5/2019,0.416666667,TGD,8/5/2019,0.486111111,F
B0003,27,6306,FB62,8/5/2019,0.520833333,NOU,8/5/2019,0.586805556,C
B0051,27,6306,FB62,8/5/2019,0.520833333,NOU,8/5/2019,0.586805556,F
B0003,28,8002,FB592,8/5/2019,0.611111111,MYJ,8/5/2019,0.673611111,C
B0051,28,8002,FB592,8/5/2019,0.611111111,MYJ,8/5/2019,0.673611111,F
B0003,29,10338,FB427,8/5/2019,0.722222222,HOM,8/5/2019,0.774305556,C
B0051,29,10338,FB427,8/5/2019,0.722222222,HOM,8/5/2019,0.774305556,F
B0003,30,12862,FB558,8/5/2019,0.822916667,TXD,8/5/2019,0.881944444,C
B0051,30,12862,FB558,8/5/2019,0.822916667,TXD,8/5/2019,0.881944444,F
B0003,31,701,FB583,8/6/2019,0.298611111,TGD,8/6/2019,0.357638889,C
B0051,31,701,FB583,8/6/2019,0.298611111,TGD,8/6/2019,0.357638889,F
B0003,32,2645,FB281,8/6/2019,0.368055556,TGD,8/6/2019,0.420138889,C
B0051,32,2645,FB281,8/6/2019,0.368055556,TGD,8/6/2019,0.420138889,F
B0003,33,4404,FB1734,8/6/2019,0.444444444,SXA,8/6/2019,0.53125,C
B0051,33,4404,FB1734,8/6/2019,0.444444444,SXA,8/6/2019,0.53125,F
B0003,34,6309,FB796,8/6/2019,0.520833333,SHO,8/6/2019,0.586805556,C
B0051,34,6309,FB796,8/6/2019,0.520833333,SHO,8/6/2019,0.586805556,F
B0003,35,8284,FB1102,8/6/2019,0.625,OOJ,8/6/2019,0.677083333,C
B0051,35,8284,FB1102,8/6/2019,0.625,OOJ,8/6/2019,0.677083333,F
B0003,36,10668,FB1104,8/6/2019,0.736111111,HWJ,8/6/2019,0.805555556,C
B0051,36,10668,FB1104,8/6/2019,0.736111111,HWJ,8/6/2019,0.805555556,F
B0003,37,12832,FB273,8/6/2019,0.822916667,TGD,8/6/2019,0.902777778,C
B0051,37,12832,FB273,8/6/2019,0.822916667,TGD,8/6/2019,0.902777778,F
B0003,38,78,FB8558,8/7/2019,0.201388889,SXA,8/7/2019,0.291666667,C
B0051,38,78,FB8558,8/7/2019,0.201388889,SXA,8/7/2019,0.291666667,F
B0003,39,5450,FB1606,8/7/2019,0.489583333,XNZ,8/7/2019,0.520833333,C
B0051,39,5450,FB1606,8/7/2019,0.489583333,XNZ,8/7/2019,0.520833333,F
B0003,40,8242,FB69,8/7/2019,0.625,TGD,8/7/2019,0.6875,C
B0051,40,8242,FB69,8/7/2019,0.625,TGD,8/7/2019,0.6875,F
B0003,41,9886,FB388,8/7/2019,0.704861111,YKJ,8/7/2019,0.767361111,C
B0051,41,9886,FB388,8/7/2019,0.704861111,YKJ,8/7/2019,0.767361111,F
B0003,42,12713,FB599,8/7/2019,0.819444444,TGD,8/7/2019,0.878472222,C
B0051,42,12713,FB599,8/7/2019,0.819444444,TGD,8/7/2019,0.878472222,F
B0003,43,13904,FB988,8/7/2019,0.909722222,NOU,8/7/2019,0.979166667,C
B0051,43,13904,FB988,8/7/2019,0.909722222,NOU,8/7/2019,0.979166667,F
B0003,44,29,FB8567,8/8/2019,0.0243055556,XXJ,8/8/2019,0.100694444,C
B0051,44,29,FB8567,8/8/2019,0.0243055556,XXJ,8/8/2019,0.100694444,F
B0003,45,226,FB8560,8/8/2019,0.274305556,SXA,8/8/2019,0.354166667,C
B0051,45,226,FB8560,8/8/2019,0.274305556,SXA,8/8/2019,0.354166667,F
B0003,46,2558,FB1203,8/8/2019,0.364583333,FBX,8/8/2019,0.4375,C
B0051,46,2558,FB1203,8/8/2019,0.364583333,FBX,8/8/2019,0.4375,F
B0003,47,4437,FB748,8/8/2019,0.444444444,GOQ,8/8/2019,0.489583333,C
B0051,47,4437,FB748,8/8/2019,0.444444444,GOQ,8/8/2019,0.489583333,F
B0003,48,10672,FB538,8/8/2019,0.736111111,OAX,8/8/2019,0.791666667,C
B0051,48,10672,FB538,8/8/2019,0.736111111,OAX,8/8/2019,0.791666667,F
B0003,49,12935,FB511,8/8/2019,0.829861111,HOM,8/8/2019,0.875,C
B0051,49,12935,FB511,8/8/2019,0.829861111,HOM,8/8/2019,0.875,F
B0003,50,1092,FB14,8/9/2019,0.3125,HOM,8/9/2019,0.364583333,C
B0051,50,1092,FB14,8/9/2019,0.3125,HOM,8/9/2019,0.364583333,F
B0003,51,3598,FB534,8/9/2019,0.40625,OAX,8/9/2019,0.461805556,C
B0051,51,3598,FB534,8/9/2019,0.40625,OAX,8/9/2019,0.461805556,F
B0003,52,6167,FB90,8/9/2019,0.513888889,HUK,8/9/2019,0.635416667,C
B0051,52,6167,FB90,8/9/2019,0.513888889,HUK,8/9/2019,0.635416667,F
B0003,53,8048,FB645,8/9/2019,0.618055556,TGD,8/9/2019,0.6875,C
B0051,53,8048,FB645,8/9/2019,0.618055556,TGD,8/9/2019,0.6875,F
B0003,54,9735,FB388,8/9/2019,0.697916667,YKJ,8/9/2019,0.760416667,C
B0051,54,9735,FB388,8/9/2019,0.697916667,YKJ,8/9/2019,0.760416667,F
B0003,55,11796,FB1272,8/9/2019,0.784722222,NOU,8/9/2019,0.868055556,C
B0051,55,11796,FB1272,8/9/2019,0.784722222,NOU,8/9/2019,0.868055556,F
B0003,56,1097,FB402,8/10/2019,0.3125,AXO,8/10/2019,0.357638889,C
B0051,56,1097,FB402,8/10/2019,0.3125,AXO,8/10/2019,0.357638889,F
B0003,57,3726,FB604,8/10/2019,0.413194444,XMH,8/10/2019,0.482638889,C
B0051,57,3726,FB604,8/10/2019,0.413194444,XMH,8/10/2019,0.482638889,F
B0003,58,5632,FB775,8/10/2019,0.496527778,HOM,8/10/2019,0.576388889,C
B0051,58,5632,FB775,8/10/2019,0.496527778,HOM,8/10/2019,0.576388889,F
B0003,59,8736,FB88,8/10/2019,0.649305556,MMY,8/10/2019,0.767361111,C
B0051,59,8736,FB88,8/10/2019,0.649305556,MMY,8/10/2019,0.767361111,F
B0003,60,12281,FB630,8/10/2019,0.802083333,XSJ,8/10/2019,0.878472222,C
B0051,60,12281,FB630,8/10/2019,0.802083333,XSJ,8/10/2019,0.878472222,F
B0003,61,13798,FB84,8/10/2019,0.892361111,NOU,8/10/2019,0.958333333,C
B0051,61,13798,FB84,8/10/2019,0.892361111,NOU,8/10/2019,0.958333333,F
B0003,62,615,FB292,8/11/2019,0.295138889,OOJ,8/11/2019,0.347222222,C
B0051,62,615,FB292,8/11/2019,0.295138889,OOJ,8/11/2019,0.347222222,F
B0003,63,2733,FB621,8/11/2019,0.371527778,TGD,8/11/2019,0.444444444,C
B0051,63,2733,FB621,8/11/2019,0.371527778,TGD,8/11/2019,0.444444444,F
B0003,64,5265,FB1146,8/11/2019,0.479166667,XBT,8/11/2019,0.5625,C
B0051,64,5265,FB1146,8/11/2019,0.479166667,XBT,8/11/2019,0.5625,F
B0003,65,8615,FB1103,8/11/2019,0.645833333,TGD,8/11/2019,0.708333333,C
B0051,65,8615,FB1103,8/11/2019,0.645833333,TGD,8/11/2019,0.708333333,F
B0003,66,10885,FB780,8/11/2019,0.746527778,NOU,8/11/2019,0.822916667,C
B0051,66,10885,FB780,8/11/2019,0.746527778,NOU,8/11/2019,0.822916667,F
B0003,67,534,FB671,8/12/2019,0.291666667,TGD,8/12/2019,0.350694444,C
B0051,67,534,FB671,8/12/2019,0.291666667,TGD,8/12/2019,0.350694444,F
B0003,68,3229,FB675,8/12/2019,0.388888889,TGD,8/12/2019,0.447916667,C
B0051,68,3229,FB675,8/12/2019,0.388888889,TGD,8/12/2019,0.447916667,F
B0003,69,5569,FB590,8/12/2019,0.493055556,MYJ,8/12/2019,0.555555556,C
B0051,69,5569,FB590,8/12/2019,0.493055556,MYJ,8/12/2019,0.555555556,F
B0003,70,8661,FB68,8/12/2019,0.645833333,NOU,8/12/2019,0.711805556,C
B0051,70,8661,FB68,8/12/2019,0.645833333,NOU,8/12/2019,0.711805556,F
B0003,71,12081,FB38,8/12/2019,0.791666667,HOM,8/12/2019,0.84375,C
B0051,71,12081,FB38,8/12/2019,0.791666667,HOM,8/12/2019,0.84375,F
B0003,72,1302,FB672,8/13/2019,0.315972222,THJ,8/13/2019,0.375,C
B0051,72,1302,FB672,8/13/2019,0.315972222,THJ,8/13/2019,0.375,F
B0003,73,3801,FB734,8/13/2019,0.416666667,UDJ,8/13/2019,0.472222222,C
B0051,73,3801,FB734,8/13/2019,0.416666667,UDJ,8/13/2019,0.472222222,F
B0003,74,6279,FB646,8/13/2019,0.517361111,XMJ,8/13/2019,0.590277778,C
B0051,74,6279,FB646,8/13/2019,0.517361111,XMJ,8/13/2019,0.590277778,F
B0003,75,8010,FB592,8/13/2019,0.611111111,MYJ,8/13/2019,0.673611111,C
B0051,75,8010,FB592,8/13/2019,0.611111111,MYJ,8/13/2019,0.673611111,F
B0003,76,13363,FB688,8/13/2019,0.847222222,THJ,8/13/2019,0.909722222,C
B0051,76,13363,FB688,8/13/2019,0.847222222,THJ,8/13/2019,0.909722222,F
B0003,77,83,FB8558,8/14/2019,0.201388889,SXA,8/14/2019,0.291666667,C
B0051,77,83,FB8558,8/14/2019,0.201388889,SXA,8/14/2019,0.291666667,F
B0003,78,5464,FB1606,8/14/2019,0.489583333,XNZ,8/14/2019,0.520833333,C
B0051,78,5464,FB1606,8/14/2019,0.489583333,XNZ,8/14/2019,0.520833333,F
B0003,79,8249,FB69,8/14/2019,0.625,TGD,8/14/2019,0.6875,C
B0051,79,8249,FB69,8/14/2019,0.625,TGD,8/14/2019,0.6875,F
B0003,80,9856,FB262,8/14/2019,0.701388889,FBX,8/14/2019,0.777777778,C
B0051,80,9856,FB262,8/14/2019,0.701388889,FBX,8/14/2019,0.777777778,F
B0003,81,12720,FB599,8/14/2019,0.819444444,TGD,8/14/2019,0.878472222,C
B0051,81,12720,FB599,8/14/2019,0.819444444,TGD,8/14/2019,0.878472222,F
B0003,82,13865,FB690,8/14/2019,0.899305556,THJ,8/14/2019,0.958333333,C
B0051,82,13865,FB690,8/14/2019,0.899305556,THJ,8/14/2019,0.958333333,F
B0003,83,34,FB8567,8/15/2019,0.0243055556,XXJ,8/15/2019,0.100694444,C
B0051,83,34,FB8567,8/15/2019,0.0243055556,XXJ,8/15/2019,0.100694444,F
B0003,84,231,FB8560,8/15/2019,0.274305556,SXA,8/15/2019,0.354166667,C
B0051,84,231,FB8560,8/15/2019,0.274305556,SXA,8/15/2019,0.354166667,F
B0003,85,2565,FB1203,8/15/2019,0.364583333,FBX,8/15/2019,0.4375,C
B0051,85,2565,FB1203,8/15/2019,0.364583333,FBX,8/15/2019,0.4375,F
B0003,86,4444,FB748,8/15/2019,0.444444444,GOQ,8/15/2019,0.489583333,C
B0051,86,4444,FB748,8/15/2019,0.444444444,GOQ,8/15/2019,0.489583333,F
B0003,87,10693,FB538,8/15/2019,0.736111111,OAX,8/15/2019,0.791666667,C
B0051,87,10693,FB538,8/15/2019,0.736111111,OAX,8/15/2019,0.791666667,F
B0003,88,12942,FB511,8/15/2019,0.829861111,HOM,8/15/2019,0.875,C
B0051,88,12942,FB511,8/15/2019,0.829861111,HOM,8/15/2019,0.875,F
B0003,89,1113,FB14,8/16/2019,0.3125,HOM,8/16/2019,0.364583333,C
B0051,89,1113,FB14,8/16/2019,0.3125,HOM,8/16/2019,0.364583333,F
B0003,90,3605,FB534,8/16/2019,0.40625,OAX,8/16/2019,0.461805556,C
B0051,90,3605,FB534,8/16/2019,0.40625,OAX,8/16/2019,0.461805556,F
B0003,91,6188,FB90,8/16/2019,0.513888889,HUK,8/16/2019,0.635416667,C
B0051,91,6188,FB90,8/16/2019,0.513888889,HUK,8/16/2019,0.635416667,F
